사고내용,가해자성별,가해자연령,가해자차종,피해자신체상해정도,사고유형,기상상태,사망자수,발생시각
중상,남,48세,자전거,중상,차대차 - 기타,맑음,0,2020-10-06 17시
경상,여,29세,자전거,경상,차대차 - 추돌,맑음,0,2020-03-08 10시
경상,남,33세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-04-26 04시
경상,남,61세,자전거,경상,차대차 - 추돌,맑음,0,2020-05-25 19시
경상,남,58세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-07-01 21시
경상,남,73세,자전거,경상,차대차 - 기타,맑음,0,2020-07-18 18시
경상,여,46세,자전거,경상,차대사람 - 기타,맑음,0,2020-05-04 17시
중상,남,16세,자전거,중상,차대사람 - 기타,맑음,0,2020-05-21 17시
경상,남,27세,자전거,경상,차대사람 - 기타,맑음,0,2020-06-08 17시
중상,남,16세,자전거,중상,차대차 - 기타,맑음,0,2020-04-02 13시
중상,남,55세,자전거,중상,차대사람 - 기타,맑음,0,2020-06-17 22시
경상,여,59세,자전거,경상,차대차 - 기타,맑음,0,2020-09-11 10시
중상,여,67세,자전거,중상,차대차 - 기타,맑음,0,2020-04-21 09시
경상,남,61세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-07-04 09시
경상,남,55세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-11-24 21시
경상,여,36세,승용차,경상,차대차 - 기타,맑음,0,2020-12-02 17시
중상,여,47세,자전거,중상,차대차 - 기타,맑음,0,2020-03-29 10시
경상,남,9세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-06-28 06시
경상,남,15세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-08-16 11시
중상,남,68세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-09-13 20시
경상,여,75세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-18 11시
중상,남,69세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-06-18 12시
중상,남,51세,자전거,중상,차대사람 - 기타,맑음,0,2020-06-19 08시
중상,여,38세,승용차,중상,차대차 - 기타,맑음,0,2020-07-03 09시
중상,남,25세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-05-17 17시
중상,남,25세,자전거,중상,차대사람 - 기타,맑음,0,2020-06-21 20시
경상,여,20세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-07-03 21시
경상,남,15세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-07-06 07시
경상,남,43세,자전거,경상,차대차 - 추돌,맑음,0,2020-10-17 14시
경상,남,28세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-01-28 17시
중상,남,35세,자전거,중상,차대차 - 추돌,맑음,0,2020-02-19 12시
경상,여,23세,자전거,경상,차대차 - 추돌,맑음,0,2020-03-07 17시
중상,여,44세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-05-17 15시
중상,남,15세,자전거,중상,차대차 - 측면충돌,흐림,0,2020-06-12 05시
경상,남,30세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-17 18시
경상,남,68세,자전거,경상,차대차 - 측면충돌,흐림,0,2020-09-12 22시
중상,남,35세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-04-13 11시
중상,남,53세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-05-23 11시
경상,남,35세,자전거,경상,차대차 - 기타,맑음,0,2020-06-26 23시
경상,남,15세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-07-08 08시
중상,남,55세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-10-10 17시
중상,여,47세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-01-02 16시
경상,남,81세,화물차,경상,차대차 - 측면충돌,맑음,0,2020-09-15 08시
경상,여,61세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-01-09 18시
경상,남,48세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-05-26 14시
중상,남,43세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-03-30 14시
중상,남,30세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-10-27 21시
중상,남,25세,승용차,중상,차대차 - 기타,맑음,0,2020-11-30 12시
경상,남,38세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-05 16시
중상,남,42세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-10-08 12시
경상,여,23세,자전거,경상,차대사람 - 기타,맑음,0,2020-05-21 18시
중상,남,65세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-07-31 22시
경상,남,66세,승용차,경상,차대차 - 기타,맑음,0,2020-11-16 14시
경상,여,24세,자전거,경상,차대사람 - 기타,맑음,0,2020-07-07 21시
중상,여,58세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-03-26 07시
경상,남,63세,승용차,경상,차대차 - 기타,맑음,0,2020-04-14 18시
중상,남,70세,화물차,중상,차대차 - 측면충돌,비,0,2020-02-25 03시
중상,여,59세,승용차,중상,차대차 - 기타,맑음,0,2020-05-20 17시
경상,남,60세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-05-26 11시
경상,남,65세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-08 18시
중상,남,20세,자전거,중상,차대사람 - 기타,맑음,0,2020-04-19 14시
경상,여,39세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-07-04 13시
경상,남,58세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-03-13 17시
중상,남,44세,승용차,중상,차대차 - 기타,맑음,0,2020-06-09 18시
경상,여,48세,승용차,경상,차대차 - 기타,맑음,0,2020-06-21 13시
경상,남,65세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-09-25 15시
경상,남,32세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-05-23 14시
경상,남,38세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-29 00시
경상,남,72세,승용차,경상,차대차 - 추돌,맑음,0,2020-01-21 14시
경상,남,66세,승용차,경상,차대차 - 기타,비,0,2020-05-15 16시
경상,남,13세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-06-02 17시
경상,여,20세,자전거,경상,차대사람 - 기타,맑음,0,2020-06-23 16시
경상,여,64세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-01-18 14시
경상,남,73세,자전거,경상,차대사람 - 기타,맑음,0,2020-09-23 13시
경상,여,48세,승용차,경상,차대차 - 기타,맑음,0,2020-12-22 15시
경상,여,30세,자전거,경상,차대사람 - 기타,맑음,1,2020-05-24 16시
중상,남,46세,승용차,중상,차대차 - 추돌,흐림,1,2020-08-14 05시
중상,남,54세,자전거,경상,차대차 - 추돌,맑음,0,2020-05-17 17시
중상,남,57세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-05-22 15시
경상,남,57세,자전거,경상,차대차 - 기타,맑음,0,2020-09-13 16시
경상,남,43세,자전거,경상,차대차 - 추돌,맑음,0,2020-10-11 17시
중상,남,40세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-07-16 07시
중상,여,68세,승용차,중상,차대차 - 측면충돌,흐림,0,2020-08-11 12시
경상,남,59세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-10-29 18시
경상,남,59세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-11-07 12시
경상,남,78세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-02-11 20시
경상,여,51세,자전거,경상,차대차 - 추돌,맑음,0,2020-06-09 13시
경상,남,39세,승용차,경상,차대차 - 기타,맑음,0,2020-07-19 14시
경상,남,50세,자전거,경상,차대차 - 추돌,맑음,0,2020-10-11 15시
중상,여,45세,자전거,중상,차대차 - 기타,맑음,0,2020-04-26 11시
중상,남,25세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-06-06 10시
경상,남,66세,자전거,경상,차대사람 - 기타,맑음,0,2020-06-28 13시
경상,남,63세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-09-05 18시
중상,남,24세,자전거,중상,차대사람 - 기타,맑음,0,2020-09-21 12시
경상,남,63세,승용차,경상,차대차 - 기타,맑음,0,2020-05-16 15시
경상,남,29세,자전거,경상,차대사람 - 기타,맑음,0,2020-11-07 20시
중상,남,76세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-01-11 12시
경상,남,54세,승용차,경상,차대차 - 기타,맑음,0,2020-04-30 05시
중상,남,76세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-12-12 21시
경상,남,56세,승용차,경상,차대차 - 기타,맑음,0,2020-12-24 22시
경상,남,22세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-01-02 17시
중상,여,61세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-10-07 12시
중상,남,54세,자전거,중상,차대사람 - 기타,맑음,0,2020-08-26 17시
중상,남,54세,승용차,중상,차대차 - 기타,맑음,0,2020-08-31 13시
경상,남,62세,화물차,경상,차대차 - 측면충돌,맑음,0,2020-11-05 14시
경상,여,62세,승용차,경상,차대차 - 기타,맑음,0,2020-06-22 08시
중상,여,64세,승용차,중상,차대차 - 기타,맑음,0,2020-07-03 08시
중상,남,26세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-11-23 09시
경상,남,62세,화물차,경상,차대차 - 측면충돌,맑음,0,2020-03-04 11시
중상,여,24세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-05-20 05시
경상,남,38세,승용차,경상,차대차 - 추돌,맑음,0,2020-06-29 09시
중상,남,25세,자전거,중상,차대사람 - 기타,맑음,0,2020-07-03 10시
경상,여,65세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-21 09시
중상,남,39세,화물차,중상,차대차 - 측면충돌,맑음,0,2020-12-19 09시
경상,남,73세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-03-05 18시
중상,여,66세,승용차,중상,차대차 - 기타,비,0,2020-08-10 08시
중상,남,59세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-03-11 09시
경상,남,60세,승용차,경상,차대차 - 기타,맑음,0,2020-04-21 14시
중상,여,48세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-10-29 16시
경상,여,57세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-03-22 16시
경상,남,44세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-05-27 20시
경상,여,60세,승용차,경상,차대차 - 기타,맑음,0,2020-08-09 23시
경상,남,64세,화물차,경상,차대차 - 측면충돌,맑음,0,2020-08-22 08시
경상,남,11세,자전거,경상,차대사람 - 기타,맑음,0,2020-08-14 14시
중상,남,59세,승용차,경상,차대차 - 기타,맑음,0,2020-08-31 17시
경상,여,29세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-09-15 09시
중상,남,47세,승용차,중상,차대차 - 기타,맑음,0,2020-11-25 15시
중상,남,76세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-05-29 08시
중상,남,44세,승용차,중상,차대차 - 기타,맑음,0,2020-07-02 16시
경상,남,54세,승용차,경상,차대차 - 추돌,맑음,0,2020-10-13 12시
중상,남,61세,화물차,중상,차대차 - 기타,맑음,0,2020-11-17 04시
중상,남,51세,화물차,중상,차대차 - 측면충돌,맑음,0,2020-01-09 15시
중상,남,44세,승용차,중상,차대차 - 기타,맑음,0,2020-02-19 16시
경상,여,39세,승용차,경상,차대차 - 기타,맑음,0,2020-05-08 14시
중상,여,57세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-12-05 10시
경상,남,63세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-01-18 17시
경상,남,74세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-05-21 15시
경상,남,57세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-08-29 12시
경상,남,38세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-03-05 09시
중상,남,18세,승용차,중상,차대차 - 기타,맑음,0,2020-04-27 06시
경상,남,42세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-04-14 18시
경상,남,56세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-26 16시
경상,남,62세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-23 15시
경상,남,53세,승용차,경상,차대차 - 기타,맑음,0,2020-11-14 14시
중상,남,56세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-01-10 11시
중상,남,59세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-04-02 20시
중상,남,64세,자전거,중상,차대사람 - 기타,맑음,0,2020-07-01 18시
중상,여,59세,화물차,중상,차대차 - 측면충돌,맑음,0,2020-08-12 07시
중상,남,42세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-09-29 16시
경상,남,54세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-11 09시
중상,여,40세,자전거,중상,차대사람 - 기타,맑음,0,2020-10-12 11시
경상,남,71세,화물차,경상,차대차 - 측면충돌,맑음,0,2020-10-29 04시
중상,남,57세,화물차,중상,차대차 - 측면충돌,맑음,0,2020-03-28 15시
경상,남,59세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-07-15 13시
중상,남,36세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-03-21 07시
경상,여,39세,승용차,경상,차대차 - 기타,맑음,0,2020-07-15 13시
중상,여,65세,승용차,중상,차대차 - 기타,맑음,0,2020-09-16 20시
중상,여,52세,승용차,중상,차대차 - 기타,맑음,0,2020-10-07 15시
경상,여,47세,승용차,경상,차대차 - 기타,맑음,0,2020-11-20 15시
경상,남,33세,승용차,경상,차대차 - 기타,맑음,0,2020-12-17 19시
경상,남,60세,승용차,경상,차대차 - 기타,맑음,0,2020-02-14 12시
중상,남,61세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-10-07 18시
중상,여,45세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-01-29 17시
경상,남,43세,승용차,경상,차대차 - 기타,맑음,0,2020-05-17 16시
중상,남,59세,자전거,경상,차대차 - 기타,맑음,0,2020-05-20 15시
경상,여,27세,승용차,경상,차대차 - 기타,맑음,0,2020-05-29 08시
경상,남,69세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-03-13 10시
경상,여,63세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-15 18시
경상,여,48세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-02-18 05시
중상,남,37세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-03-18 16시
경상,남,23세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-05-21 12시
경상,남,22세,승용차,경상,차대차 - 기타,맑음,0,2020-06-17 14시
경상,남,33세,승용차,경상,차대차 - 기타,맑음,0,2020-07-04 20시
중상,남,76세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-10-15 12시
경상,남,38세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-01-28 18시
중상,남,58세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-03-20 21시
경상,여,42세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-22 02시
중상,여,37세,승용차,중상,차대차 - 기타,맑음,0,2020-08-26 18시
경상,여,71세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-08-31 08시
중상,남,67세,승용차,중상,차대차 - 측면충돌,비,0,2020-09-11 19시
경상,남,38세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-14 08시
중상,남,65세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-05-07 18시
중상,남,51세,화물차,중상,차대차 - 기타,맑음,0,2020-05-23 04시
경상,남,49세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-06 16시
중상,남,37세,화물차,중상,차대차 - 측면충돌,맑음,0,2020-09-15 09시
중상,남,60세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-11-05 09시
경상,여,50세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-12-09 10시
경상,여,48세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-01-08 17시
중상,여,62세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-04-25 11시
중상,남,36세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-05-07 11시
중상,여,55세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-05-12 15시
중상,여,35세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-07-02 12시
경상,남,55세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-12-03 15시
경상,남,37세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-12-21 13시
경상,남,44세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-02-06 20시
경상,남,20세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-07-15 22시
중상,여,44세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-08-03 11시
중상,남,59세,화물차,중상,차대차 - 측면충돌,맑음,0,2020-09-27 00시
중상,남,59세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-10-16 19시
경상,남,29세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-18 19시
경상,여,53세,자전거,경상,차대사람 - 기타,맑음,0,2020-02-22 12시
경상,여,50세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-04-29 09시
경상,남,59세,화물차,경상,차대차 - 측면충돌,맑음,0,2020-10-08 16시
경상,남,59세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-11-13 15시
중상,여,33세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-05-18 09시
경상,남,45세,승용차,경상,차대차 - 기타,맑음,0,2020-07-04 13시
경상,남,53세,승용차,경상,차대차 - 기타,맑음,0,2020-10-31 20시
경상,여,65세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-05-25 17시
경상,여,36세,승용차,경상,차대차 - 기타,맑음,0,2020-07-19 16시
경상,남,54세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-11 13시
경상,남,68세,화물차,경상,차대차 - 측면충돌,맑음,0,2020-10-29 08시
경상,남,32세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-11-28 09시
중상,여,54세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-08-02 18시
중상,남,55세,승용차,중상,차대차 - 기타,맑음,0,2020-09-13 14시
경상,남,39세,승용차,경상,차대차 - 기타,맑음,0,2020-06-21 08시
중상,남,24세,자전거,중상,차대사람 - 기타,맑음,0,2020-06-01 21시
경상,남,30세,자전거,경상,차대차 - 측면충돌,흐림,0,2020-06-15 22시
중상,남,33세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-02-04 18시
경상,남,60세,승용차,경상,차대차 - 기타,맑음,0,2020-03-25 15시
경상,남,24세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-05-20 17시
경상,여,45세,승용차,경상,차대차 - 기타,맑음,0,2020-10-08 16시
경상,남,34세,승용차,경상,차대차 - 기타,흐림,0,2020-08-03 17시
경상,남,24세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-11 00시
중상,남,57세,승용차,중상,차대차 - 기타,맑음,0,2020-12-02 11시
중상,남,51세,화물차,중상,차대차 - 측면충돌,맑음,0,2020-06-05 17시
경상,남,63세,승용차,경상,차대차 - 기타,맑음,0,2020-08-03 07시
경상,여,58세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-05 06시
경상,여,43세,승용차,경상,차대차 - 기타,맑음,0,2020-07-09 08시
중상,남,23세,승용차,중상,차대차 - 기타,맑음,0,2020-07-28 04시
경상,남,43세,자전거,경상,차대사람 - 기타,맑음,0,2020-03-14 15시
중상,남,56세,자전거,중상,차대차 - 측면충돌,맑음,0,2020-09-06 09시
중상,남,65세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-10-03 11시
경상,여,41세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-07-10 15시
경상,남,37세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-08-28 18시
경상,남,63세,승용차,경상,차대차 - 기타,맑음,0,2020-08-03 09시
중상,남,78세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-08-11 18시
중상,남,42세,화물차,중상,차대차 - 기타,맑음,0,2020-08-12 10시
경상,남,40세,승용차,경상,차대차 - 기타,맑음,0,2020-12-03 13시
경상,남,58세,화물차,경상,차대차 - 기타,맑음,1,2020-01-10 16시
경상,여,64세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-02-10 07시
경상,여,29세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-07-15 16시
중상,남,63세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-03-05 15시
중상,남,22세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-04-06 15시
경상,여,52세,화물차,경상,차대차 - 기타,맑음,0,2020-04-25 23시
경상,여,39세,승용차,경상,차대차 - 기타,맑음,0,2020-05-21 13시
경상,남,63세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-01 22시
중상,남,57세,승용차,중상,차대차 - 기타,맑음,0,2020-09-28 17시
경상,남,51세,승용차,경상,차대차 - 측면충돌,맑음,1,2020-01-10 09시
중상,남,54세,승용차,중상,차대차 - 기타,맑음,1,2020-09-10 18시
경상,여,48세,자전거,경상,차대사람 - 기타,맑음,1,2020-12-10 18시
경상,여,61세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-01-20 15시
경상,남,57세,승용차,경상,차대차 - 기타,맑음,0,2020-10-08 06시
경상,남,56세,승용차,경상,차대차 - 기타,맑음,0,2020-10-12 14시
경상,남,58세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-03-06 17시
경상,남,75세,화물차,경상,차대차 - 기타,맑음,0,2020-04-10 11시
경상,여,45세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-05-07 14시
경상,남,69세,승용차,경상,차대차 - 기타,맑음,0,2020-09-25 09시
경상,여,65세,승용차,경상,차대차 - 기타,맑음,0,2020-12-31 10시
경상,남,67세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-02-10 19시
경상,남,72세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-03 13시
경상,남,56세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-11-08 13시
중상,남,61세,승용차,중상,차대차 - 기타,맑음,0,2020-03-06 14시
경상,남,63세,승용차,경상,차대차 - 기타,맑음,0,2020-05-08 15시
경상,남,36세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-22 10시
경상,남,74세,승용차,경상,차대차 - 기타,맑음,0,2020-07-04 14시
경상,남,69세,승용차,경상,차대차 - 기타,맑음,0,2020-08-04 12시
중상,남,29세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-06-26 23시
중상,여,65세,승용차,중상,차대차 - 기타,맑음,0,2020-11-02 20시
중상,남,42세,화물차,중상,차대차 - 측면충돌,맑음,0,2020-11-17 09시
중상,남,58세,승용차,중상,차대차 - 기타,맑음,0,2020-03-14 14시
중상,남,72세,승용차,중상,차대차 - 기타,맑음,0,2020-08-05 08시
중상,여,39세,승용차,중상,차대차 - 기타,맑음,0,2020-08-19 06시
중상,남,27세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-02-19 09시
중상,남,63세,화물차,중상,차대차 - 기타,맑음,0,2020-04-16 14시
경상,남,46세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-02-12 00시
경상,남,72세,승용차,경상,차대차 - 측면충돌,흐림,0,2020-03-08 23시
경상,남,41세,화물차,경상,차대차 - 추돌,맑음,0,2020-04-27 15시
경상,여,52세,승용차,경상,차대차 - 기타,맑음,0,2020-04-29 19시
경상,여,25세,승용차,경상,차대차 - 기타,맑음,0,2020-09-14 17시
경상,여,15세,자전거,경상,차대사람 - 기타,맑음,0,2020-09-19 13시
중상,남,32세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-02-02 10시
경상,남,27세,화물차,경상,차대차 - 측면충돌,맑음,0,2020-06-01 15시
중상,남,34세,화물차,중상,차대차 - 측면충돌,맑음,0,2020-05-30 11시
경상,남,39세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-11-16 21시
중상,남,59세,승용차,중상,차대차 - 기타,맑음,0,2020-12-18 17시
경상,남,46세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-08-04 16시
경상,남,40세,승용차,경상,차대차 - 기타,비,0,2020-10-02 23시
중상,남,40세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-10-19 08시
중상,여,48세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-12-26 11시
중상,여,44세,승용차,중상,차대차 - 기타,맑음,1,2020-02-22 10시
경상,남,58세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-23 11시
중상,여,54세,승용차,중상,차대차 - 기타,맑음,0,2020-11-07 17시
경상,남,49세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-12-20 21시
중상,남,36세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-09-27 20시
경상,여,55세,승용차,경상,차대차 - 기타,맑음,0,2020-09-28 18시
경상,여,36세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-01-20 17시
경상,남,58세,승용차,경상,차대차 - 기타,맑음,0,2020-09-23 19시
경상,남,82세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-11-09 12시
경상,남,47세,화물차,경상,차대차 - 기타,맑음,0,2020-06-01 15시
경상,남,66세,자전거,경상,차대차 - 기타,맑음,0,2020-10-03 13시
경상,남,63세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-04-07 12시
경상,남,51세,승용차,경상,차대차 - 기타,맑음,0,2020-05-27 20시
경상,남,32세,승용차,경상,차대차 - 기타,흐림,0,2020-07-06 07시
경상,남,55세,화물차,경상,차대차 - 측면충돌,맑음,0,2020-05-21 22시
중상,남,50세,화물차,중상,차대차 - 측면충돌,맑음,0,2020-06-05 08시
경상,남,47세,자전거,경상,차대차 - 기타,맑음,0,2020-07-01 21시
경상,남,59세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-08-31 15시
경상,남,25세,자전거,경상,차대사람 - 기타,맑음,0,2020-02-15 12시
중상,남,41세,자전거,중상,차대차 - 기타,맑음,0,2020-03-23 16시
경상,남,55세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-10-18 15시
중상,남,63세,자전거,경상,차대차 - 기타,맑음,1,2020-07-26 06시
중상,남,66세,자전거,중상,차대차 - 기타,맑음,1,2020-09-13 09시
경상,남,55세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-03-07 20시
경상,남,54세,승용차,경상,차대차 - 기타,맑음,0,2020-03-21 17시
경상,남,34세,승용차,경상,차대차 - 기타,맑음,0,2020-06-01 16시
경상,남,55세,승용차,경상,차대차 - 기타,맑음,0,2020-06-08 12시
중상,남,66세,승용차,중상,차대차 - 기타,맑음,0,2020-09-08 05시
중상,여,51세,승용차,중상,차대차 - 추돌,맑음,0,2020-09-14 06시
중상,남,47세,승용차,중상,차대차 - 기타,맑음,0,2020-10-30 13시
경상,남,63세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-03-03 11시
경상,남,55세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-11 13시
경상,남,38세,승용차,경상,차대차 - 기타,맑음,0,2020-07-09 18시
경상,남,21세,승용차,경상,차대차 - 기타,맑음,0,2020-07-17 20시
경상,남,77세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-17 11시
경상,남,61세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-06-20 20시
경상,남,16세,자전거,경상,차대차 - 측면충돌,맑음,0,2020-07-18 10시
경상,남,47세,화물차,경상,차대차 - 추돌,맑음,0,2020-02-27 14시
경상,여,66세,자전거,경상,차대사람 - 기타,맑음,0,2020-03-30 07시
경상,남,61세,승용차,경상,차대차 - 기타,맑음,0,2020-09-24 19시
중상,여,39세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-02-11 08시
경상,여,49세,승용차,경상,차대차 - 기타,맑음,0,2020-06-12 15시
경상,남,44세,승용차,경상,차대차 - 측면충돌,맑음,0,2020-10-30 13시
중상,여,46세,승용차,중상,차대차 - 측면충돌,맑음,0,2020-10-30 14시
중상,남,68세,화물차,중상,차대차 - 기타,맑음,0,2020-08-23 11시
