식품명,에너지(kcal),영양성분함량기준량,수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),업체명
잼_까로망마이청포도,206,100g,0.0,0.0,0.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)예담에프엔비,해당없음,해당없음"
잼_더벤티딸기크러쉬,243,100g,0.0,0.0,0.0,0.0,62.0,58.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"아그라나프루트코리아주식회사,해당없음,해당없음"
잼_더벤티망고크러쉬,263,100g,0.0,0.0,0.0,0.0,66.0,46.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"아그라나프루트코리아주식회사,해당없음,해당없음"
잼_더벤티배크러쉬,259,100g,0.0,0.0,0.0,0.0,66.0,43.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"아그라나프루트코리아주식회사,해당없음,해당없음"
잼_연리지딸기잼,244,100g,0.0,0.0,0.0,0.0,61.0,55.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"성주군농업기술센터,해당없음,해당없음"
잼_오붐 애플망고 리플잼,245,100g,0.0,0.0,0.0,0.0,61.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)에이원카프,해당없음,해당없음"
잼_옥잠화 포도잼,245,100g,0.0,5.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"옥잠화영농조합법인,해당없음,해당없음"
잼_올리브감귤잼,264,100g,0.0,0.8,0.1,0.0,65.0,64.5,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"더불어 주식회사,해당없음,해당없음"
잼_유기농 딸기쨈,280,100g,0.0,1.0,0.0,0.0,69.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)호남샤니,해당없음,해당없음"
잼_이호재유기농프룬잼,271,100g,0.0,1.6,0.7,0.0,64.43,38.37,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,"포항블루베리농원,해당없음,해당없음"
잼_장성 구아바잼,244,100g,0.0,1.0,0.3,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"빈스구아바농장,해당없음,해당없음"
잼_장성 복숭아잼,253,100g,0.0,1.0,0.0,0.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"빈스구아바농장,해당없음,해당없음"
잼_장성 사과잼,311,100g,0.0,0.0,0.0,0.0,77.0,49.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"빈스구아바농장,해당없음,해당없음"
잼_잼잇소스 핫,247,100g,0.0,1.5,1.3,0.0,57.3,45.6,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,0.0,"양평군농산물가공지원센터,해당없음,해당없음"
잼_잼잇잼 딸기,260,100g,0.0,0.0,0.0,0.0,63.0,49.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"농업회사법인주식회사블루힐,해당없음,해당없음"
잼_잼잇잼 오디,244,100g,0.0,0.0,0.0,0.0,59.0,45.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"농업회사법인주식회사블루힐,해당없음,해당없음"
잼_제주레드키위잼,256,100g,0.0,0.7,0.0,0.0,63.3,58.6,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"더불어 주식회사,해당없음,해당없음"
잼_제주한라봉꿀잼,273,100g,0.0,0.8,0.0,0.0,67.4,67.2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"더불어 주식회사,해당없음,해당없음"
잼_천혜향청,276,100g,0.0,1.0,0.9,0.0,66.0,55.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)호남샤니,해당없음,해당없음"
잼_청귤청,300,100g,0.0,1.0,0.9,0.0,72.0,57.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)호남샤니,해당없음,해당없음"
잼_청포도 Jam,263,100g,0.0,1.0,0.0,0.0,64.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"공주농산물가공영농조합법인,해당없음,해당없음"
잼_체리 콩포트,242,100g,0.0,1.0,0.0,0.0,59.0,56.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"이츠웰코리아,해당없음,해당없음"
잼_초록마을 유기농 딸기잼,265,100g,0.0,0.0,0.0,0.0,66.0,55.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"주식회사 대상다이브스,해당없음,해당없음"
잼_초록수레 사과잼,254,100g,0.0,0.1,0.0,0.0,63.4,37.9,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"영천시농산물종합가공센터,해당없음,해당없음"
잼_초록원 딸기잼 파우치형,235,100g,0.0,0.0,0.8,0.0,57.0,40.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"(주)초록원,해당없음,해당없음"
잼_키위잼,251,100g,0.0,0.0,0.0,0.0,61.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"하동농산물가공영농조합법인,해당없음,해당없음"
잼_삼남매가 반한 딸기쨈,257,100g,0.0,0.71,0.12,0.0,63.22,57.76,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"춘천농가공협동조합,해당없음,해당없음"
잼_샤인잼,253,100g,0.0,0.79,0.72,0.0,60.91,56.4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,"안성농산물가공협동조합,해당없음,해당없음"
잼_선데이 오렌지살구잼,233,100g,0.0,0.5,1.4,0.0,52.0,43.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,"선데이잼,해당없음,해당없음"
잼_선데이 홍시망고잼,180,100g,0.0,0.5,0.1,0.0,43.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"선데이잼,해당없음,해당없음"
잼_선데이잼 홍시망고잼,180,100g,0.0,0.5,0.1,0.0,43.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"선데이잼,해당없음,해당없음"
잼_스윗고백 무농약블루베리로만든 잼,204,100g,0.0,0.8,1.0,0.0,48.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"농업회사법인(주)나은,해당없음,해당없음"
잼_시나몬 딸기잼,282,100g,0.0,0.9,0.3,0.0,69.0,51.4,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"논산시농산물가공지원실,해당없음,해당없음"
잼_아로니아 딸기잼,308,100g,0.0,1.18,0.38,0.0,74.94,31.36,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"익산시농산물종합가공센터,해당없음,해당없음"
잼_아리엘 블랙멀베리잼,247,100g,0.0,1.1,0.1,0.0,60.4,56.6,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"성주군농업기술센터,해당없음,해당없음"
잼_아임요 애플시나몬베이스,254,100g,0.0,0.32,0.05,0.0,62.95,31.36,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,"(주)한미에프쓰리 2공장,해당없음,해당없음"
잼_알갱이가 씹히는 딸기잼,228,100g,0.0,1.0,0.17,0.0,55.66,51.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,"블루앤레드,해당없음,해당없음"
잼_애플망고패션후르츠 콩포트,248,100g,0.0,3.0,1.8,0.0,55.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"이츠웰코리아,해당없음,해당없음"
잼_애플시나몬쨈,240,100g,0.0,0.0,0.0,0.0,60.0,58.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"주식회사 오뚜기,해당없음,해당없음"
잼_루바브딸기잼,259,100g,0.0,0.71,0.0,0.0,63.57,46.07,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"원주시 농산물가공기술활용센터,해당없음,해당없음"
잼_리얼프라이스 블루베리잼,260,100g,0.0,0.0,0.7,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)푸드웰,해당없음,해당없음"
잼_맛있는 딸기잼,245,100g,0.0,1.92,0.1,0.0,58.82,58.32,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"농업회사법인 평택슈퍼맘 유한회사,해당없음,해당없음"
잼_맛있는 블루베리잼,253,100g,0.0,0.83,0.23,0.0,61.88,57.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,"농업회사법인 평택슈퍼맘 유한회사,해당없음,해당없음"
잼_밤 스프레드,235,100g,0.0,1.0,0.0,0.0,57.0,27.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"농업회사법인주식회사블루힐,해당없음,해당없음"
잼_방울토마토잼,172,100g,0.0,0.7,0.3,0.0,41.6,39.1,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"윤스디저트팩토리,해당없음,해당없음"
잼_베릴리 베리믹스잼,282,100g,0.0,0.8,1.3,0.0,66.7,61.6,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"논산시농산물가공지원실,해당없음,해당없음"
잼_베릴리 블루베리잼,288,100g,0.0,0.6,1.2,0.0,68.8,48.6,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"논산시농산물가공지원실,해당없음,해당없음"
잼_보리수쨈,240,100g,0.0,2.44,0.27,0.0,56.95,44.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,"춘천농가공협동조합,해당없음,해당없음"
잼_복숭아 콩포트,283,100g,0.0,2.0,0.6,0.0,68.0,62.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"이츠웰코리아,해당없음,해당없음"
잼_복숭아쨈,310,100g,0.0,0.3,1.3,0.0,74.0,47.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"농업회사법인 예산농산주식회사,해당없음,해당없음"
잼_복숭아콩포트,258,100g,0.0,1.0,0.7,0.0,62.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"화성로컬푸드가공생산자협동조합,해당없음,해당없음"
잼_블루베리 리플잼,215,100g,0.0,0.0,0.0,0.0,54.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)에이원카프,해당없음,해당없음"
잼_블루베리 베커잼,250,100g,0.0,0.0,0.9,0.0,60.0,38.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"(주)푸드웰,해당없음,해당없음"
잼_블루베리 청키잼,184,100g,0.0,0.37,0.19,0.0,46.47,44.26,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)프레시코,해당없음,해당없음"
잼_블루베리 콩포트,204,100g,0.0,1.0,0.0,0.0,50.0,21.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"이츠웰코리아,해당없음,해당없음"
잼_블루베리 필링,190,100g,0.0,0.0,0.0,0.0,47.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)에이원카프,해당없음,해당없음"
잼_산딸기잼,251,100g,0.0,1.0,0.0,0.0,61.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"하동농산물가공영농조합법인,해당없음,해당없음"
잼_그래도팜 토마로우 스파이시 토마토잼,225,100g,0.0,1.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"영월군농산물가공협동조합,해당없음,해당없음"
잼_김소정의 블루베리 튜브잼,272,100g,0.0,0.4,1.0,0.0,65.4,54.5,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"고성군농업기술센터(농산물가공지원센터),해당없음,해당없음"
잼_김치스프레드 달콤한맛,200,100g,0.0,0.0,0.0,0.0,53.33,26.67,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"주식회사 대상다이브스,해당없음,해당없음"
잼_껍질째 넣은 배도라지,184,100g,0.0,0.79,0.44,0.0,44.31,36.89,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"영암농산물가공영농조합법인,해당없음,해당없음"
잼_꼬꼬하비네 토마토잼,238,100g,0.0,1.21,0.05,0.0,58.25,50.88,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"화천군농산물종합가공지원센터,해당없음,해당없음"
잼_날 참아봐 5베리잼,288,100g,0.0,0.0,0.0,0.0,72.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"하동농산물가공영농조합법인,해당없음,해당없음"
잼_날 참아봐 토마토잼,260,100g,0.0,0.0,0.0,0.0,70.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"하동농산물가공영농조합법인,해당없음,해당없음"
잼_니세의 마멀레이드,327,100g,0.0,0.8,0.2,0.0,80.4,35.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"오라향농업회사법인주식회사,해당없음,해당없음"
잼_다래잼,230,100g,0.0,0.8,0.0,0.0,57.0,48.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"청양군농산물가공협동조합,해당없음,해당없음"
잼_달구곰네 매직허니 딸기잼,211,100g,0.0,1.08,0.02,0.0,51.74,37.54,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"주식회사 잼홀릭,해당없음,해당없음"
잼_달콤하이 복숭아잼,215,100g,0.0,1.09,0.06,0.0,52.43,49.57,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,"화천군농산물종합가공지원센터,해당없음,해당없음"
잼_더리얼1.2 블루베리,215,100g,0.0,0.0,0.0,0.0,54.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)에이원카프,해당없음,해당없음"
잼_레드키위 마말랭,194,100g,0.0,1.3,0.1,0.0,46.9,42.1,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"냠냠제주,해당없음,해당없음"
잼_헤로블랙베리스프레드,245,100g,0.0,0.8,0.3,0.0,60.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,HERO ESPANA, S.A.,해당없음"
잼_헤로블랙체리잼,245,100g,0.0,0.6,0.2,0.0,60.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,HERO ESPANA, S.A.,해당없음"
잼_헤로블루베리잼,240,100g,0.0,0.2,0.1,0.0,60.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,HERO ESPANA, S.A.,해당없음"
잼_헤로비터오렌지마말레이드,245,100g,0.0,0.8,0.3,0.0,60.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,HERO ESPANA, S.A.,해당없음"
잼_호두가들어있는사과잼,212,100g,0.0,0.5,1.1,0.0,50.0,49.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,FAVOLS SAS,해당없음"
잼_호박잼,280,100g,0.0,1.0,0.3,0.0,69.0,62.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"해당없음,QUINTA DE JUGAIS, LDA,해당없음"
잼_호박호두잼,250,100g,0.0,1.0,0.7,0.0,61.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"해당없음,QUINTA DE JUGAIS, LDA,해당없음"
잼_홈플러스좋은상품딸기잼,250,100g,0.0,0.0,0.0,0.0,65.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"설정식품(주),해당없음,해당없음"
잼_후루츠쨈,250,100g,0.0,0.0,0.0,0.0,65.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)오뚜기,해당없음,해당없음"
잼_후르츠바닐라잼,250,100g,0.0,1.0,0.3,0.0,61.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"해당없음,QUINTA DE JUGAIS, LDA,해당없음"
잼_Cafe Fruit 밤잼,235,100g,0.0,1.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"농업회사법인주식회사블루힐,해당없음,해당없음"
잼_THE맛있는 장성사과리플잼,183,100g,0.0,1.0,0.0,0.0,45.0,41.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"풋가실 농원,해당없음,해당없음"
잼_감귤잼,238,100g,0.0,0.8,0.1,0.0,58.5,58.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"더불어 주식회사,해당없음,해당없음"
잼_감당(Gamdang) - Strawberry편,175,100g,0.0,2.0,0.0,0.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(주)유니버셜푸드,해당없음,해당없음"
잼_거봉잼,233,100g,0.0,0.86,0.94,0.0,55.24,53.34,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,"안성농산물가공협동조합,해당없음,해당없음"
잼_고려청자에 담은 강화 사자발쑥잼,299,100g,0.0,6.91,4.24,0.0,58.31,35.93,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,2.07,0.0,"(주)농업회사법인 일경팜앤푸드,해당없음,해당없음"
잼_공룡나라 짜먹는 잼 블루베리,272,100g,0.0,0.4,1.0,0.0,65.4,54.5,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"고성군농업기술센터(농산물가공지원센터),해당없음,해당없음"
잼_공주 알밤잼,237,100g,0.0,1.67,0.64,0.0,56.11,23.17,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,"공주농산물가공영농조합법인,해당없음,해당없음"
잼_공주밤 스프레드,237,100g,0.0,1.6,0.64,0.0,56.0,23.2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"공주농산물가공영농조합법인,해당없음,해당없음"
잼_피치아프리콧잼,210,100g,0.0,0.0,0.0,0.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,SBK PRESERVERS,INC,해당없음"
잼_피치-오렌지꽃잼,222,100g,0.0,0.5,0.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,FAVOLS SAS,해당없음"
잼_피치-오렌지블라섬잼,222,100g,0.0,0.5,0.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,FAVOLS SAS,해당없음"
잼_피칸펌킨잼,188,100g,0.0,0.0,0.0,0.0,47.0,40.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,MUIRHEAD OF RINGOES, NJM INC.,해당없음"
잼_핀보딸기잼,175,100g,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,FYNBO FOODS A/S,해당없음"
잼_핀보라즈베리앤블루베리잼,175,100g,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,FYNBO FOODS A/S,해당없음"
잼_핀보블랙베리잼,175,100g,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,FYNBO FOODS A/S,해당없음"
잼_핀보오렌지마멀레이드,225,100g,0.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,FYNBO FOODS A/S,해당없음"
잼_핀보유기농딸기잼,187,100g,0.0,0.0,0.0,0.0,45.0,43.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,FYNBO FOODS A/S,해당없음"
잼_핀보유기농라즈베리잼,187,100g,0.0,0.0,0.0,0.0,45.0,43.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,FYNBO FOODS A/S,해당없음"
잼_핀보유기농블랙커런트잼,188,100g,0.0,0.7,0.0,0.0,45.0,42.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,FYNBO FOODS A/S,해당없음"
잼_필드데이유기농딸기스프레드,176,100g,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해당없음,UNFI,해당없음"
